Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
8/12/2020,8,9,Wind,225,Wednesday,August,Summer,2236
10/13/2021,22,23,Wind,286,Wednesday,October,Fall,2205
9/11/2024,21,22,Wind,255,Wednesday,September,Fall,5700
11/7/2024,8,9,Wind,312,Thursday,November,Fall,2657
3/31/2020,23,0,Wind,91,Tuesday,March,Spring,7111
10/18/2023,9,10,Wind,291,Wednesday,October,Fall,11888
12/30/2021,5,6,Wind,364,Thursday,December,Winter,8676
6/5/2021,9,10,Solar,156,Saturday,June,Summer,4441
2/18/2024,14,15,Wind,49,Sunday,February,Winter,13623
8/7/2020,11,12,Solar,220,Friday,August,Summer,3922
2/12/2024,22,23,Wind,43,Monday,February,Winter,3745
3/9/2024,4,5,Wind,69,Saturday,March,Spring,11240
9/5/2022,8,9,Wind,248,Monday,September,Fall,3208
10/14/2020,3,4,Wind,288,Wednesday,October,Fall,1902
10/12/2023,13,14,Solar,285,Thursday,October,Fall,9093
12/20/2023,0,1,Wind,354,Wednesday,December,Winter,9136
11/28/2021,22,23,Wind,332,Sunday,November,Fall,5114
8/29/2024,3,4,Wind,242,Thursday,August,Summer,2495
4/22/2023,9,10,Wind,112,Saturday,April,Spring,6597
10/2/2024,14,15,Solar,276,Wednesday,October,Fall,5400
5/25/2023,11,12,Wind,145,Thursday,May,Spring,14511
1/21/2024,17,18,Wind,21,Sunday,January,Winter,14481
5/21/2020,0,1,Wind,142,Thursday,May,Spring,2748
3/4/2023,18,19,Wind,63,Saturday,March,Spring,3131
3/21/2022,9,10,Wind,80,Monday,March,Spring,5460
1/2/2023,10,11,Wind,2,Monday,January,Winter,5987
1/20/2023,20,21,Wind,20,Friday,January,Winter,5467
7/22/2023,7,8,Wind,203,Saturday,July,Summer,2381
11/17/2025,9,10,Wind,321,Monday,November,Fall,8893
1/15/2025,22,23,Wind,15,Wednesday,January,Winter,3441
10/15/2023,18,19,Wind,288,Sunday,October,Fall,3213
7/5/2024,15,16,Solar,187,Friday,July,Summer,11741
8/15/2024,17,18,Solar,228,Thursday,August,Summer,8514
10/1/2021,13,14,Wind,274,Friday,October,Fall,9911
1/21/2022,4,5,Wind,21,Friday,January,Winter,4963
12/19/2022,7,8,Wind,353,Monday,December,Winter,13202
8/13/2025,5,6,Wind,225,Wednesday,August,Summer,1029
12/22/2021,9,10,Wind,356,Wednesday,December,Winter,3623
5/26/2025,17,18,Wind,146,Monday,May,Spring,10107
3/19/2024,21,22,Wind,79,Tuesday,March,Spring,1227
1/17/2022,1,2,Wind,17,Monday,January,Winter,1358
10/15/2023,19,20,Wind,288,Sunday,October,Fall,3573
2/16/2025,12,13,Solar,47,Sunday,February,Winter,8762
10/7/2022,2,3,Wind,280,Friday,October,Fall,1154
9/15/2021,4,5,Wind,258,Wednesday,September,Fall,1977
3/6/2025,22,23,Wind,65,Thursday,March,Spring,10880
12/9/2021,15,16,Wind,343,Thursday,December,Winter,5400
1/2/2023,0,1,Wind,2,Monday,January,Winter,11969
4/17/2021,23,0,Wind,107,Saturday,April,Spring,5520
7/30/2021,2,3,Wind,211,Friday,July,Summer,1817
8/24/2020,19,20,Wind,237,Monday,August,Summer,1914
5/15/2020,3,4,Wind,136,Friday,May,Spring,7329
11/24/2023,16,17,Wind,328,Friday,November,Fall,11600
9/6/2023,22,23,Wind,249,Wednesday,September,Fall,3137
11/3/2025,16,17,Wind,307,Monday,November,Fall,8685
10/27/2025,16,17,Wind,300,Monday,October,Fall,15610
6/28/2025,0,1,Wind,179,Saturday,June,Summer,1627
6/10/2025,3,4,Wind,161,Tuesday,June,Summer,1674
5/31/2022,2,3,Wind,151,Tuesday,May,Spring,1818
10/14/2020,14,15,Wind,288,Wednesday,October,Fall,7046
8/14/2023,7,8,Wind,226,Monday,August,Summer,2587
7/23/2020,4,5,Wind,205,Thursday,July,Summer,1527
4/16/2022,12,13,Solar,106,Saturday,April,Spring,10869
4/16/2025,18,19,Wind,106,Wednesday,April,Spring,4853
6/5/2021,0,1,Wind,156,Saturday,June,Summer,2191
4/24/2020,22,23,Wind,115,Friday,April,Spring,2176
11/23/2023,12,13,Wind,327,Thursday,November,Fall,7931
11/10/2023,4,5,Wind,314,Friday,November,Fall,12591
9/24/2024,9,10,Wind,268,Tuesday,September,Fall,8855
2/22/2025,15,16,Wind,53,Saturday,February,Winter,10495
5/5/2025,5,6,Wind,125,Monday,May,Spring,9828
3/5/2025,10,11,Solar,64,Wednesday,March,Spring,8585
6/28/2024,4,5,Wind,180,Friday,June,Summer,3214
10/16/2020,11,12,Wind,290,Friday,October,Fall,4358
1/6/2023,5,6,Wind,6,Friday,January,Winter,7744
9/5/2022,5,6,Wind,248,Monday,September,Fall,2599
11/25/2022,12,13,Wind,329,Friday,November,Fall,6116
12/14/2020,0,1,Wind,349,Monday,December,Winter,9700
12/23/2023,9,10,Wind,357,Saturday,December,Winter,14222
10/4/2022,19,20,Wind,277,Tuesday,October,Fall,937
8/26/2020,7,8,Wind,239,Wednesday,August,Summer,8615
10/7/2023,2,3,Wind,280,Saturday,October,Fall,1790
1/26/2020,9,10,Wind,26,Sunday,January,Winter,3118
1/5/2022,20,21,Wind,5,Wednesday,January,Winter,4018
11/26/2025,20,21,Wind,330,Wednesday,November,Fall,2920
6/15/2022,22,23,Wind,166,Wednesday,June,Summer,2879
9/26/2021,1,2,Wind,269,Sunday,September,Fall,2233
7/28/2023,21,22,Wind,209,Friday,July,Summer,3768
6/4/2022,8,9,Wind,155,Saturday,June,Summer,3189
1/10/2020,10,11,Wind,10,Friday,January,Winter,6407
9/30/2024,4,5,Wind,274,Monday,September,Fall,12240
10/1/2024,5,6,Wind,275,Tuesday,October,Fall,7834
11/18/2025,21,22,Wind,322,Tuesday,November,Fall,8784
4/3/2024,23,0,Wind,94,Wednesday,April,Spring,11683
10/31/2025,2,3,Wind,304,Friday,October,Fall,10049
2/22/2025,2,3,Wind,53,Saturday,February,Winter,10894
7/27/2023,14,15,Wind,208,Thursday,July,Summer,16122
9/17/2024,18,19,Wind,261,Tuesday,September,Fall,13680
12/6/2021,10,11,Wind,340,Monday,December,Winter,3931
11/25/2023,2,3,Wind,329,Saturday,November,Fall,8586
2/26/2021,10,11,Wind,57,Friday,February,Winter,3948
7/3/2020,23,0,Wind,185,Friday,July,Summer,2522
3/19/2024,1,2,Wind,79,Tuesday,March,Spring,1178
11/12/2021,12,13,Solar,316,Friday,November,Fall,4637
9/20/2023,16,17,Wind,263,Wednesday,September,Fall,14551
1/23/2022,16,17,Wind,23,Sunday,January,Winter,3865
9/30/2024,12,13,Wind,274,Monday,September,Fall,20041
11/11/2020,22,23,Wind,316,Wednesday,November,Fall,7638
1/17/2021,4,5,Wind,17,Sunday,January,Winter,5008
11/26/2020,6,7,Wind,331,Thursday,November,Fall,2436
9/14/2023,5,6,Wind,257,Thursday,September,Fall,710
12/17/2020,7,8,Wind,352,Thursday,December,Winter,5368
11/10/2022,17,18,Wind,314,Thursday,November,Fall,3142
7/2/2022,22,23,Wind,183,Saturday,July,Summer,1832
3/17/2023,9,10,Wind,76,Friday,March,Spring,9108
3/29/2023,12,13,Solar,88,Wednesday,March,Spring,9902
6/27/2025,11,12,Solar,178,Friday,June,Summer,9500
2/9/2025,5,6,Wind,40,Sunday,February,Winter,3088
9/18/2020,14,15,Wind,262,Friday,September,Fall,6021
11/18/2024,7,8,Wind,323,Monday,November,Fall,9481
4/19/2022,11,12,Solar,109,Tuesday,April,Spring,4623
11/27/2020,10,11,Wind,332,Friday,November,Fall,2632
11/16/2020,11,12,Wind,321,Monday,November,Fall,9214
2/12/2020,2,3,Wind,43,Wednesday,February,Winter,9274
7/15/2021,0,1,Wind,196,Thursday,July,Summer,7907
11/27/2025,4,5,Wind,331,Thursday,November,Fall,6967
8/5/2024,14,15,Solar,218,Monday,August,Summer,8671
5/16/2021,20,21,Wind,136,Sunday,May,Spring,9142
2/24/2021,21,22,Wind,55,Wednesday,February,Winter,6699
3/5/2020,6,7,Wind,65,Thursday,March,Spring,5871
6/3/2024,1,2,Wind,155,Monday,June,Summer,3047
2/6/2025,7,8,Wind,37,Thursday,February,Winter,5595
9/2/2023,2,3,Wind,245,Saturday,September,Fall,2089
11/14/2022,16,17,Wind,318,Monday,November,Fall,4420
1/31/2020,9,10,Wind,31,Friday,January,Winter,6229
6/13/2021,7,8,Wind,164,Sunday,June,Summer,2420
8/14/2024,19,20,Wind,227,Wednesday,August,Summer,3688
5/25/2024,18,19,Solar,146,Saturday,May,Spring,3720
12/27/2020,22,23,Wind,362,Sunday,December,Winter,7389
4/1/2020,13,14,Solar,92,Wednesday,April,Spring,5326
1/18/2023,18,19,Wind,18,Wednesday,January,Winter,5216
3/13/2021,23,0,Wind,72,Saturday,March,Spring,11499
7/25/2024,9,10,Solar,207,Thursday,July,Summer,4811
12/25/2024,11,12,Solar,360,Wednesday,December,Winter,3467
6/23/2023,6,7,Wind,174,Friday,June,Summer,1435
4/22/2022,14,15,Solar,112,Friday,April,Spring,8327
3/16/2020,14,15,Wind,76,Monday,March,Spring,3423
6/6/2022,1,2,Wind,157,Monday,June,Summer,2710
12/11/2021,0,1,Wind,345,Saturday,December,Winter,10034
10/12/2021,8,9,Wind,285,Tuesday,October,Fall,2616
4/8/2025,11,12,Solar,98,Tuesday,April,Spring,9010
7/30/2025,11,12,Solar,211,Wednesday,July,Summer,7443
12/19/2020,8,9,Wind,354,Saturday,December,Winter,11340
7/6/2023,13,14,Solar,187,Thursday,July,Summer,7124
6/13/2021,15,16,Solar,164,Sunday,June,Summer,4905
7/11/2020,10,11,Solar,193,Saturday,July,Summer,4169
9/4/2020,18,19,Solar,248,Friday,September,Fall,2508
8/18/2020,21,22,Wind,231,Tuesday,August,Summer,697
6/23/2024,19,20,Solar,175,Sunday,June,Summer,3387
12/18/2020,5,6,Wind,353,Friday,December,Winter,5793
10/4/2025,6,7,Wind,277,Saturday,October,Fall,17093
3/12/2024,22,23,Wind,72,Tuesday,March,Spring,8894
10/21/2024,9,10,Wind,295,Monday,October,Fall,5133
3/11/2025,22,23,Wind,70,Tuesday,March,Spring,4647
8/6/2021,13,14,Wind,218,Friday,August,Summer,12722
1/25/2025,15,16,Wind,25,Saturday,January,Winter,5523
3/12/2020,3,4,Wind,72,Thursday,March,Spring,10434
12/28/2021,1,2,Wind,362,Tuesday,December,Winter,12227
6/8/2023,7,8,Wind,159,Thursday,June,Summer,4772
10/3/2024,11,12,Wind,277,Thursday,October,Fall,11198
1/18/2023,19,20,Wind,18,Wednesday,January,Winter,5226
6/6/2022,4,5,Wind,157,Monday,June,Summer,1864
12/8/2021,18,19,Wind,342,Wednesday,December,Winter,5364
3/15/2020,1,2,Wind,75,Sunday,March,Spring,3727
3/18/2022,12,13,Wind,77,Friday,March,Spring,14015
3/11/2022,20,21,Wind,70,Friday,March,Spring,10416
2/6/2025,16,17,Wind,37,Thursday,February,Winter,12071
4/23/2022,0,1,Wind,113,Saturday,April,Spring,5823
2/13/2023,14,15,Solar,44,Monday,February,Winter,6344
12/26/2023,20,21,Wind,360,Tuesday,December,Winter,2721
8/24/2020,0,1,Wind,237,Monday,August,Summer,2460
10/29/2020,13,14,Wind,303,Thursday,October,Fall,8549
5/24/2022,23,0,Wind,144,Tuesday,May,Spring,1737
10/21/2024,8,9,Wind,295,Monday,October,Fall,4204
4/16/2022,18,19,Wind,106,Saturday,April,Spring,8184
5/16/2022,19,20,Solar,136,Monday,May,Spring,1701
5/19/2024,23,0,Wind,140,Sunday,May,Spring,1146
10/9/2022,17,18,Solar,282,Sunday,October,Fall,3480
5/19/2022,10,11,Wind,139,Thursday,May,Spring,7130
7/1/2022,7,8,Wind,182,Friday,July,Summer,2336
5/9/2023,8,9,Wind,129,Tuesday,May,Spring,4052
2/3/2022,16,17,Wind,34,Thursday,February,Winter,2472
6/6/2021,14,15,Solar,157,Sunday,June,Summer,5111
9/20/2021,4,5,Wind,263,Monday,September,Fall,1552
5/8/2024,19,20,Wind,129,Wednesday,May,Spring,4590
5/31/2020,17,18,Wind,152,Sunday,May,Spring,6587
3/27/2022,22,23,Wind,86,Sunday,March,Spring,2412
9/12/2022,18,19,Wind,255,Monday,September,Fall,2581
8/18/2024,11,12,Solar,231,Sunday,August,Summer,8765
5/4/2020,15,16,Solar,125,Monday,May,Spring,5337
10/23/2024,6,7,Wind,297,Wednesday,October,Fall,1709
2/10/2022,6,7,Wind,41,Thursday,February,Winter,5360
4/8/2020,17,18,Solar,99,Wednesday,April,Spring,2595
9/2/2022,1,2,Wind,245,Friday,September,Fall,2750
5/22/2022,2,3,Wind,142,Sunday,May,Spring,2963
1/28/2022,8,9,Wind,28,Friday,January,Winter,1216
7/12/2021,5,6,Wind,193,Monday,July,Summer,2454
11/5/2023,1,2,Wind,309,Sunday,November,Fall,14785
2/12/2024,7,8,Wind,43,Monday,February,Winter,2207
6/9/2024,4,5,Wind,161,Sunday,June,Summer,3499
5/3/2023,18,19,Wind,123,Wednesday,May,Spring,8694
2/22/2025,9,10,Wind,53,Saturday,February,Winter,10315
11/23/2024,3,4,Wind,328,Saturday,November,Fall,9018
4/20/2024,23,0,Wind,111,Saturday,April,Spring,6161
1/14/2022,10,11,Solar,14,Friday,January,Winter,2655
12/22/2024,14,15,Wind,357,Sunday,December,Winter,18534
1/1/2023,16,17,Wind,1,Sunday,January,Winter,9041
7/31/2023,6,7,Wind,212,Monday,July,Summer,8004
6/19/2021,15,16,Solar,170,Saturday,June,Summer,4434
6/15/2025,7,8,Wind,166,Sunday,June,Summer,2381
7/13/2023,11,12,Solar,194,Thursday,July,Summer,8460
11/20/2022,14,15,Wind,324,Sunday,November,Fall,11679
7/29/2023,16,17,Wind,210,Saturday,July,Summer,11633
6/26/2024,17,18,Solar,178,Wednesday,June,Summer,5746
5/27/2025,2,3,Wind,147,Tuesday,May,Spring,6782
5/17/2023,11,12,Solar,137,Wednesday,May,Spring,12591
11/5/2021,8,9,Wind,309,Friday,November,Fall,3138
9/20/2024,9,10,Wind,264,Friday,September,Fall,6343
8/2/2023,15,16,Wind,214,Wednesday,August,Summer,20359
5/13/2024,23,0,Wind,134,Monday,May,Spring,6358
12/25/2024,16,17,Wind,360,Wednesday,December,Winter,1322
9/29/2020,18,19,Wind,273,Tuesday,September,Fall,1250
2/4/2021,9,10,Wind,35,Thursday,February,Winter,2756
1/26/2021,12,13,Wind,26,Tuesday,January,Winter,5374
3/2/2023,11,12,Solar,61,Thursday,March,Spring,5920
8/29/2020,0,1,Wind,242,Saturday,August,Summer,3168
8/28/2020,14,15,Wind,241,Friday,August,Summer,8716
5/10/2023,8,9,Wind,130,Wednesday,May,Spring,7126
4/24/2023,17,18,Wind,114,Monday,April,Spring,8130
4/19/2022,2,3,Wind,109,Tuesday,April,Spring,2920
4/23/2022,13,14,Wind,113,Saturday,April,Spring,8065
9/25/2025,1,2,Wind,268,Thursday,September,Fall,3175
5/17/2023,10,11,Solar,137,Wednesday,May,Spring,10667
3/17/2020,21,22,Wind,77,Tuesday,March,Spring,596
7/6/2023,12,13,Solar,187,Thursday,July,Summer,6939
4/9/2020,9,10,Solar,100,Thursday,April,Spring,2595
5/1/2023,12,13,Solar,121,Monday,May,Spring,7715
4/21/2023,18,19,Solar,111,Friday,April,Spring,4021
5/5/2023,22,23,Wind,125,Friday,May,Spring,1319
4/24/2020,1,2,Wind,115,Friday,April,Spring,1022
7/17/2023,12,13,Solar,198,Monday,July,Summer,9207
11/6/2020,18,19,Wind,311,Friday,November,Fall,6817
3/17/2020,9,10,Solar,77,Tuesday,March,Spring,1714
7/28/2020,7,8,Wind,210,Tuesday,July,Summer,3211
7/19/2022,6,7,Wind,200,Tuesday,July,Summer,5940
7/9/2020,18,19,Wind,191,Thursday,July,Summer,5677
6/24/2023,7,8,Wind,175,Saturday,June,Summer,3270
11/27/2021,10,11,Wind,331,Saturday,November,Fall,9185
2/12/2022,14,15,Solar,43,Saturday,February,Winter,7521
11/6/2021,4,5,Wind,310,Saturday,November,Fall,2796
2/14/2021,15,16,Wind,45,Sunday,February,Winter,9763
6/24/2024,18,19,Solar,176,Monday,June,Summer,5797
4/4/2020,9,10,Wind,95,Saturday,April,Spring,3591
10/23/2022,0,1,Wind,296,Sunday,October,Fall,6954
12/10/2023,20,21,Wind,344,Sunday,December,Winter,15601
5/26/2023,21,22,Wind,146,Friday,May,Spring,7754
5/22/2025,20,21,Wind,142,Thursday,May,Spring,5574
12/27/2021,1,2,Wind,361,Monday,December,Winter,3966
6/27/2022,6,7,Wind,178,Monday,June,Summer,1238
3/24/2022,16,17,Solar,83,Thursday,March,Spring,4803
9/27/2020,18,19,Wind,271,Sunday,September,Fall,8052
5/2/2022,6,7,Wind,122,Monday,May,Spring,2029
1/5/2020,9,10,Wind,5,Sunday,January,Winter,2245
2/15/2021,0,1,Wind,46,Monday,February,Winter,9792
1/16/2024,1,2,Wind,16,Tuesday,January,Winter,2010
1/16/2025,16,17,Wind,16,Thursday,January,Winter,3827
6/20/2025,14,15,Solar,171,Friday,June,Summer,11681
5/14/2023,8,9,Wind,134,Sunday,May,Spring,3884
6/16/2025,9,10,Solar,167,Monday,June,Summer,6557
2/4/2021,17,18,Wind,35,Thursday,February,Winter,2798
10/22/2023,3,4,Wind,295,Sunday,October,Fall,8628
5/19/2024,10,11,Solar,140,Sunday,May,Spring,2455
5/17/2022,9,10,Solar,137,Tuesday,May,Spring,4347
6/4/2022,15,16,Solar,155,Saturday,June,Summer,5828
2/22/2025,5,6,Wind,53,Saturday,February,Winter,10238
12/7/2021,14,15,Wind,341,Tuesday,December,Winter,12122
9/6/2024,17,18,Solar,250,Friday,September,Fall,4893
7/12/2022,6,7,Wind,193,Tuesday,July,Summer,2572
11/15/2024,14,15,Solar,320,Friday,November,Fall,4951
3/22/2020,13,14,Wind,82,Sunday,March,Spring,10827
9/30/2023,7,8,Wind,273,Saturday,September,Fall,889
8/15/2025,1,2,Wind,227,Friday,August,Summer,4242
1/7/2023,14,15,Wind,7,Saturday,January,Winter,15880
2/28/2024,2,3,Wind,59,Wednesday,February,Winter,3703
4/15/2023,17,18,Wind,105,Saturday,April,Spring,13143
4/1/2021,15,16,Solar,91,Thursday,April,Spring,6405
9/22/2025,12,13,Wind,265,Monday,September,Fall,15222
3/29/2023,2,3,Wind,88,Wednesday,March,Spring,4865
2/7/2021,8,9,Wind,38,Sunday,February,Winter,4598
8/3/2022,18,19,Solar,215,Wednesday,August,Summer,3379
3/11/2022,16,17,Wind,70,Friday,March,Spring,12628
9/22/2021,20,21,Wind,265,Wednesday,September,Fall,1945
7/24/2024,6,7,Wind,206,Wednesday,July,Summer,1089
4/2/2025,18,19,Wind,92,Wednesday,April,Spring,15030
8/1/2024,0,1,Wind,214,Thursday,August,Summer,1649
2/15/2020,9,10,Wind,46,Saturday,February,Winter,8611
12/28/2020,16,17,Wind,363,Monday,December,Winter,9395
6/30/2023,13,14,Solar,181,Friday,June,Summer,8565
5/31/2022,0,1,Wind,151,Tuesday,May,Spring,2131
6/21/2024,6,7,Wind,173,Friday,June,Summer,1717
8/5/2021,17,18,Wind,217,Thursday,August,Summer,9475
5/13/2022,16,17,Solar,133,Friday,May,Spring,6107
12/19/2022,11,12,Wind,353,Monday,December,Winter,14450
4/21/2024,7,8,Wind,112,Sunday,April,Spring,5871
11/2/2023,0,1,Wind,306,Thursday,November,Fall,17146
11/4/2023,13,14,Wind,308,Saturday,November,Fall,18105
11/29/2020,16,17,Wind,334,Sunday,November,Fall,2659
1/4/2021,7,8,Wind,4,Monday,January,Winter,1589
12/23/2020,22,23,Wind,358,Wednesday,December,Winter,12177
12/28/2024,23,0,Wind,363,Saturday,December,Winter,638
5/28/2020,17,18,Wind,149,Thursday,May,Spring,6840
4/12/2020,0,1,Wind,103,Sunday,April,Spring,978
12/15/2020,21,22,Wind,350,Tuesday,December,Winter,4427
3/21/2022,18,19,Wind,80,Monday,March,Spring,3512
12/31/2022,19,20,Wind,365,Saturday,December,Winter,16435
5/31/2021,15,16,Solar,151,Monday,May,Spring,7096
11/13/2024,4,5,Wind,318,Wednesday,November,Fall,6882
4/9/2023,12,13,Solar,99,Sunday,April,Spring,7478
2/22/2021,1,2,Wind,53,Monday,February,Winter,7591
2/25/2025,4,5,Wind,56,Tuesday,February,Winter,3644
12/19/2021,18,19,Wind,353,Sunday,December,Winter,3022
11/24/2020,23,0,Wind,329,Tuesday,November,Fall,6768
9/10/2021,22,23,Wind,253,Friday,September,Fall,1997
4/13/2021,1,2,Wind,103,Tuesday,April,Spring,1796
8/4/2022,0,1,Wind,216,Thursday,August,Summer,1586
5/4/2025,18,19,Wind,124,Sunday,May,Spring,12606
8/29/2020,14,15,Wind,242,Saturday,August,Summer,5103
7/19/2023,8,9,Wind,200,Wednesday,July,Summer,4118
12/4/2023,3,4,Wind,338,Monday,December,Winter,13158
12/4/2022,4,5,Wind,338,Sunday,December,Winter,3430
6/13/2024,20,21,Wind,165,Thursday,June,Summer,4639
5/7/2025,1,2,Wind,127,Wednesday,May,Spring,8947
8/28/2023,19,20,Wind,240,Monday,August,Summer,4554
8/5/2023,20,21,Wind,217,Saturday,August,Summer,14188
1/18/2025,3,4,Wind,18,Saturday,January,Winter,1157
5/23/2022,0,1,Wind,143,Monday,May,Spring,3636
11/30/2025,6,7,Wind,334,Sunday,November,Fall,4387
10/7/2021,16,17,Solar,280,Thursday,October,Fall,4917
3/12/2020,6,7,Wind,72,Thursday,March,Spring,9223
1/20/2021,15,16,Wind,20,Wednesday,January,Winter,14624
8/5/2024,22,23,Wind,218,Monday,August,Summer,1034
10/23/2025,3,4,Wind,296,Thursday,October,Fall,12997
10/20/2020,6,7,Wind,294,Tuesday,October,Fall,10003
5/5/2022,12,13,Solar,125,Thursday,May,Spring,5897
1/23/2020,22,23,Wind,23,Thursday,January,Winter,2779
7/7/2021,13,14,Solar,188,Wednesday,July,Summer,5429
7/25/2020,1,2,Wind,207,Saturday,July,Summer,1543
7/18/2020,1,2,Wind,200,Saturday,July,Summer,1515
9/26/2021,6,7,Wind,269,Sunday,September,Fall,2281
4/29/2024,1,2,Wind,120,Monday,April,Spring,2419
9/19/2021,22,23,Wind,262,Sunday,September,Fall,2332
8/30/2022,4,5,Wind,242,Tuesday,August,Summer,3592
9/16/2023,13,14,Solar,259,Saturday,September,Fall,8664
6/22/2022,1,2,Wind,173,Wednesday,June,Summer,3887
4/19/2020,19,20,Wind,110,Sunday,April,Spring,4931
4/9/2024,22,23,Wind,100,Tuesday,April,Spring,8756
3/11/2025,17,18,Wind,70,Tuesday,March,Spring,5580
10/1/2024,9,10,Wind,275,Tuesday,October,Fall,7164
8/16/2024,19,20,Wind,229,Friday,August,Summer,3335
9/5/2024,1,2,Wind,249,Thursday,September,Fall,3657
9/29/2025,11,12,Solar,272,Monday,September,Fall,7678
5/24/2020,5,6,Wind,145,Sunday,May,Spring,3046
4/15/2023,10,11,Wind,105,Saturday,April,Spring,10771
6/7/2023,3,4,Wind,158,Wednesday,June,Summer,4685
9/2/2021,17,18,Wind,245,Thursday,September,Fall,5612
1/2/2023,22,23,Wind,2,Monday,January,Winter,4218
11/4/2021,16,17,Wind,308,Thursday,November,Fall,3606
12/6/2024,11,12,Wind,341,Friday,December,Winter,12425
12/13/2023,4,5,Wind,347,Wednesday,December,Winter,9180
11/30/2024,13,14,Solar,335,Saturday,November,Fall,4668
9/16/2025,6,7,Wind,259,Tuesday,September,Fall,9715
3/3/2023,20,21,Wind,62,Friday,March,Spring,5832
2/17/2023,3,4,Wind,48,Friday,February,Winter,7265
7/19/2024,3,4,Wind,201,Friday,July,Summer,1551
5/9/2022,10,11,Solar,129,Monday,May,Spring,4782
4/8/2022,9,10,Wind,98,Friday,April,Spring,6382
8/30/2023,19,20,Wind,242,Wednesday,August,Summer,5549
2/15/2023,16,17,Solar,46,Wednesday,February,Winter,3695
6/9/2022,16,17,Solar,160,Thursday,June,Summer,8567
2/13/2020,6,7,Wind,44,Thursday,February,Winter,11612
3/20/2023,16,17,Solar,79,Monday,March,Spring,5436
11/15/2023,14,15,Wind,319,Wednesday,November,Fall,10772
12/12/2024,22,23,Wind,347,Thursday,December,Winter,3318
5/14/2021,21,22,Wind,134,Friday,May,Spring,3668
5/18/2024,9,10,Solar,139,Saturday,May,Spring,3617
10/24/2020,0,1,Wind,298,Saturday,October,Fall,5673
11/19/2020,11,12,Wind,324,Thursday,November,Fall,10362
5/17/2023,0,1,Wind,137,Wednesday,May,Spring,7939
8/19/2021,14,15,Solar,231,Thursday,August,Summer,5079
8/7/2024,9,10,Solar,220,Wednesday,August,Summer,3763
8/10/2022,7,8,Wind,222,Wednesday,August,Summer,5109
5/30/2020,0,1,Wind,151,Saturday,May,Spring,5257
10/14/2021,19,20,Wind,287,Thursday,October,Fall,884
10/30/2020,0,1,Wind,304,Friday,October,Fall,8074
11/30/2021,23,0,Wind,334,Tuesday,November,Fall,12923
10/18/2024,3,4,Wind,292,Friday,October,Fall,5240
11/13/2021,10,11,Wind,317,Saturday,November,Fall,5285
6/17/2023,14,15,Solar,168,Saturday,June,Summer,6725
3/26/2021,9,10,Wind,85,Friday,March,Spring,5822
7/11/2022,15,16,Solar,192,Monday,July,Summer,8839
10/6/2022,8,9,Wind,279,Thursday,October,Fall,1848
11/21/2020,18,19,Wind,326,Saturday,November,Fall,2645
6/2/2020,20,21,Wind,154,Tuesday,June,Summer,1623
12/8/2021,8,9,Wind,342,Wednesday,December,Winter,7536
6/10/2021,5,6,Wind,161,Thursday,June,Summer,1077
8/31/2021,15,16,Solar,243,Tuesday,August,Summer,8581
1/14/2022,8,9,Wind,14,Friday,January,Winter,891
4/17/2023,9,10,Solar,107,Monday,April,Spring,5631
4/28/2023,4,5,Wind,118,Friday,April,Spring,4743
2/2/2023,16,17,Wind,33,Thursday,February,Winter,7966
5/26/2024,22,23,Wind,147,Sunday,May,Spring,3079
3/17/2022,18,19,Wind,76,Thursday,March,Spring,5041
6/12/2021,5,6,Wind,163,Saturday,June,Summer,1612
8/22/2022,23,0,Wind,234,Monday,August,Summer,1343
4/13/2021,5,6,Wind,103,Tuesday,April,Spring,2747
5/25/2024,22,23,Wind,146,Saturday,May,Spring,1939
7/23/2024,4,5,Wind,205,Tuesday,July,Summer,5296
10/22/2024,14,15,Solar,296,Tuesday,October,Fall,5151
9/8/2025,1,2,Wind,251,Monday,September,Fall,3247
2/5/2024,0,1,Wind,36,Monday,February,Winter,7250
11/2/2025,0,1,Wind,306,Sunday,November,Fall,8891
5/30/2021,20,21,Wind,150,Sunday,May,Spring,3606
7/18/2021,15,16,Wind,199,Sunday,July,Summer,8491
10/4/2023,8,9,Wind,277,Wednesday,October,Fall,2909
12/16/2020,20,21,Wind,351,Wednesday,December,Winter,7854
11/18/2022,15,16,Wind,322,Friday,November,Fall,4771
8/6/2022,19,20,Wind,218,Saturday,August,Summer,7487
8/10/2022,5,6,Wind,222,Wednesday,August,Summer,5582
4/8/2024,4,5,Wind,99,Monday,April,Spring,3115
12/30/2021,14,15,Wind,364,Thursday,December,Winter,8402
11/27/2022,16,17,Wind,331,Sunday,November,Fall,6863
4/25/2024,3,4,Wind,116,Thursday,April,Spring,1051
2/7/2022,21,22,Wind,38,Monday,February,Winter,4624
5/29/2022,7,8,Wind,149,Sunday,May,Spring,4550
11/26/2021,9,10,Wind,330,Friday,November,Fall,5880
3/6/2022,20,21,Wind,65,Sunday,March,Spring,7259
4/9/2024,18,19,Wind,100,Tuesday,April,Spring,14993
7/5/2020,19,20,Wind,187,Sunday,July,Summer,9243
11/8/2020,14,15,Solar,313,Sunday,November,Fall,3198
7/3/2021,4,5,Wind,184,Saturday,July,Summer,2200
8/18/2024,21,22,Wind,231,Sunday,August,Summer,3802
